,--genes,--cells,--strains,--tissue-depth,--output-cell-fraction,--output-cells-random,--input-fraction,--input-signal-depth,--alpha-esm,--esms,--esm-threshold,--delay,--window-size,--function
4355,238,1,8,0,1.0,,0.606327,3,0.056465,10,19.649921,0,7,parity
4356,220,125,5,0,1.0,,0.955813,12,0.01283,8,74.492809,0,7,parity
4357,476,729,15,0,1.0,,0.881014,12,0.012729,16,75.96044,0,7,parity
4358,297,512,3,0,1.0,,0.372333,12,0.014383,14,66.193608,0,7,parity
4359,197,216,20,0,1.0,,0.910386,13,0.413326,5,42.229255,0,7,parity
4360,365,1,9,0,1.0,,0.486695,11,0.544456,19,39.522539,0,7,parity
4361,377,2197,5,0,1.0,,0.893961,15,0.03477,18,69.011553,0,7,parity
4362,466,1331,19,0,1.0,,0.693369,11,0.013894,6,47.09635,0,7,parity
4363,104,1331,12,0,1.0,,0.628285,4,0.009957,8,32.945294,0,7,parity
4364,432,216,20,0,1.0,,0.987663,11,0.079767,11,24.257429,0,7,parity
4365,404,1000,12,0,1.0,,0.948942,11,0.014668,10,91.139368,0,7,parity
4366,389,216,13,0,1.0,,0.799709,14,0.01981,10,82.12459,0,7,parity
4367,37,3375,19,0,1.0,,0.176485,13,0.007091,5,96.231416,0,7,parity
4368,415,27,16,0,1.0,,0.900092,8,0.583436,10,87.659835,0,7,parity
4369,492,1331,3,0,1.0,,0.843571,1,0.129008,4,97.758017,0,7,parity
4370,298,125,16,0,1.0,,0.45533,5,0.009628,12,98.36652,0,7,parity
4371,190,125,3,0,1.0,,0.519243,11,0.007522,10,99.954858,0,7,parity
4372,328,3375,19,0,1.0,,0.852793,14,0.021297,0,69.961729,0,7,parity
4373,353,343,17,0,1.0,,0.765017,10,0.015444,2,57.560381,0,7,parity
4374,326,512,19,0,1.0,,0.316711,5,0.01621,0,40.823822,0,7,parity
4375,383,343,16,0,1.0,,0.388613,15,0.006077,1,40.714039,0,7,parity
4376,70,1,18,0,1.0,,0.488375,3,0.02377,15,23.082502,0,7,parity
4377,425,1331,8,0,1.0,,0.489151,14,0.277867,16,77.242415,0,7,parity
4378,250,1331,2,0,1.0,,0.855525,3,0.030533,2,92.850328,0,7,parity
4379,408,8,4,0,1.0,,0.729891,14,0.006214,20,50.08485,0,7,parity
4380,189,125,15,0,1.0,,0.967382,2,0.019708,10,77.935223,0,7,parity
4381,51,125,16,0,1.0,,0.216314,3,0.763283,10,66.81914,0,7,parity
4382,191,343,1,0,1.0,,0.840103,8,0.400853,9,11.530859,0,7,parity
4383,88,64,1,0,1.0,,0.758143,7,0.012825,8,45.360731,0,7,parity
4384,420,729,7,0,1.0,,0.681771,4,0.006112,18,90.034727,0,7,parity
4385,464,125,16,0,1.0,,0.511847,7,0.39313,20,93.239494,0,7,parity
4386,418,64,8,0,1.0,,0.295716,10,0.668609,1,90.344868,0,7,parity
4387,473,1728,15,0,1.0,,0.555143,13,0.020304,8,79.973406,0,7,parity
4388,395,2197,7,0,1.0,,0.502916,2,0.011843,2,59.997028,0,7,parity
4389,234,3375,5,0,1.0,,0.952383,5,0.289188,9,12.845445,0,7,parity
4390,179,27,8,0,1.0,,0.937594,11,0.713417,0,20.216683,0,7,parity
4391,465,3375,19,0,1.0,,0.662898,9,0.013253,18,61.463733,0,7,parity
4392,336,729,7,0,1.0,,0.331103,3,0.03555,18,47.655788,0,7,parity
4393,70,27,15,0,1.0,,0.943569,10,0.009073,3,23.090637,0,7,parity
4394,246,1331,7,0,1.0,,0.123071,5,0.010072,7,79.635155,0,7,parity
4395,390,8,3,0,1.0,,0.900136,13,0.274439,0,44.127072,0,7,parity
4396,142,8,20,0,1.0,,0.587391,7,0.009891,18,33.685989,0,7,parity
4397,276,1728,18,0,1.0,,0.361696,7,0.013318,15,28.869989,0,7,parity
4398,297,729,19,0,1.0,,0.781912,1,0.258712,1,72.161317,0,7,parity
4399,141,512,3,0,1.0,,0.836015,7,0.040969,5,34.109118,0,7,parity
4400,456,64,20,0,1.0,,0.880477,10,0.341913,8,80.007993,0,7,parity
4401,487,1,15,0,1.0,,0.350986,11,0.01966,19,67.792831,0,7,parity
4402,479,27,12,0,1.0,,0.455178,1,0.035089,18,83.227612,0,7,parity
4403,67,64,4,0,1.0,,0.927699,10,0.013667,6,61.565549,0,7,parity
4404,31,512,20,0,1.0,,0.998315,13,0.031928,16,72.862449,0,7,parity
4405,206,64,20,0,1.0,,0.360689,11,0.012164,0,67.201412,0,7,parity
4406,177,1000,16,0,1.0,,0.292697,5,0.03651,17,72.084918,0,7,parity
4407,60,729,3,0,1.0,,0.115341,8,0.019008,14,37.442807,0,7,parity
4408,27,125,9,0,1.0,,0.923598,7,0.008886,1,24.714613,0,7,parity
4409,456,512,4,0,1.0,,0.571825,2,0.108998,19,74.604875,0,7,parity
4410,205,343,17,0,1.0,,0.333231,13,0.076251,0,86.764052,0,7,parity
4411,449,2744,9,0,1.0,,0.999208,5,0.02486,9,33.881997,0,7,parity
4412,13,343,10,0,1.0,,0.895531,6,0.129724,20,28.99371,0,7,parity
4413,108,125,10,0,1.0,,0.479994,11,0.338837,3,33.533216,0,7,parity
4414,262,3375,18,0,1.0,,0.545522,10,0.166039,7,36.247854,0,7,parity
4415,46,8,17,0,1.0,,0.713382,9,0.013312,5,67.71933,0,7,parity
4416,60,512,4,0,1.0,,0.331365,10,0.006505,11,51.666828,0,7,parity
4417,166,8,13,0,1.0,,0.282253,3,0.158106,3,41.599966,0,7,parity
4418,165,64,6,0,1.0,,0.312275,2,0.01145,17,34.27227,0,7,parity
4419,90,1331,6,0,1.0,,0.106819,12,0.005704,11,76.229909,0,7,parity
4420,464,729,13,0,1.0,,0.576065,5,0.041049,2,39.548345,0,7,parity
4421,434,216,13,0,1.0,,0.531431,9,0.010635,17,73.528737,0,7,parity
4422,23,1728,5,0,1.0,,0.519717,4,0.045133,7,48.118521,0,7,parity
4423,400,729,6,0,1.0,,0.235501,15,0.084753,12,53.202185,0,7,parity
4424,17,125,8,0,1.0,,0.629153,9,0.164468,13,67.329565,0,7,parity
4425,56,64,15,0,1.0,,0.845382,3,0.324314,4,30.656485,0,7,parity
4426,462,1331,17,0,1.0,,0.75694,6,0.115318,7,97.590752,0,7,parity
4427,358,1728,16,0,1.0,,0.407859,1,0.068036,13,80.036725,0,7,parity
4428,323,216,18,0,1.0,,0.792841,9,0.013987,20,69.602029,0,7,parity
4429,100,1728,16,0,1.0,,0.615817,13,0.06394,11,93.89663,0,7,parity
4430,217,343,15,0,1.0,,0.797031,12,0.045856,20,69.570464,0,7,parity
4431,355,1728,2,0,1.0,,0.25493,5,0.057275,12,39.628634,0,7,parity
4432,498,27,20,0,1.0,,0.153992,2,0.011805,9,12.480861,0,7,parity
4433,399,2197,15,0,1.0,,0.90171,15,0.025869,9,67.209284,0,7,parity
4434,415,64,6,0,1.0,,0.198669,11,0.318836,0,37.652375,0,7,parity
4435,394,512,19,0,1.0,,0.84736,1,0.018653,16,46.789068,0,7,parity
4436,293,216,8,0,1.0,,0.22647,4,0.067896,0,51.283742,0,7,parity
4437,103,512,16,0,1.0,,0.107334,10,0.058933,12,96.342778,0,7,parity
4438,408,216,12,0,1.0,,0.639997,12,0.005695,14,70.976075,0,7,parity
4439,333,1000,10,0,1.0,,0.117669,1,0.02196,13,92.460891,0,7,parity
4440,78,64,14,0,1.0,,0.530857,10,0.562208,8,33.664564,0,7,parity
4441,420,125,18,0,1.0,,0.972988,13,0.008377,16,56.988696,0,7,parity
4442,38,512,19,0,1.0,,0.833696,4,0.006552,18,97.484376,0,7,parity
4443,137,64,12,0,1.0,,0.910306,11,0.005921,0,75.461209,0,7,parity
4444,13,27,5,0,1.0,,0.209454,5,0.021527,10,27.855851,0,7,parity
4445,386,64,12,0,1.0,,0.706702,5,0.013368,12,33.059123,0,7,parity
4446,170,1331,17,0,1.0,,0.750932,13,0.010038,2,80.816486,0,7,parity
4447,110,2197,19,0,1.0,,0.963982,5,0.017841,10,34.25152,0,7,parity
4448,314,2744,19,0,1.0,,0.749312,2,0.008019,18,19.344068,0,7,parity
4449,40,1728,10,0,1.0,,0.172629,1,0.005985,3,31.12246,0,7,parity
4450,219,2197,13,0,1.0,,0.941526,15,0.06492,7,41.576905,0,7,parity
4451,448,2197,10,0,1.0,,0.135972,7,0.020643,4,35.158726,0,7,parity
4452,275,1728,17,0,1.0,,0.633555,1,0.037205,15,45.1446,0,7,parity
4453,359,27,1,0,1.0,,0.158838,6,0.023719,8,70.142838,0,7,parity
4454,435,2197,12,0,1.0,,0.583455,12,0.141912,17,89.651558,0,7,parity
4455,289,2197,3,0,1.0,,0.306486,9,0.007486,2,38.944252,0,7,parity
4456,351,2744,2,0,1.0,,0.516795,12,0.005772,15,48.061996,0,7,parity
4457,276,125,8,0,1.0,,0.321585,7,0.032311,0,28.04454,0,7,parity
4458,421,2197,10,0,1.0,,0.450412,12,0.008608,8,32.573594,0,7,parity
4459,71,125,4,0,1.0,,0.500399,10,0.018978,16,93.857775,0,7,parity
4460,326,1728,2,0,1.0,,0.565555,14,0.026169,5,99.221097,0,7,parity
4461,494,27,11,0,1.0,,0.498784,6,0.045333,0,51.182777,0,7,parity
4462,118,1000,17,0,1.0,,0.198879,6,0.019076,3,83.783887,0,7,parity
4463,480,8,17,0,1.0,,0.949314,15,0.062693,10,15.178336,0,7,parity
4464,408,512,8,0,1.0,,0.910542,14,0.007184,2,66.789539,0,7,parity
4465,28,729,8,0,1.0,,0.274004,4,0.008732,9,41.115228,0,7,parity
4466,351,64,3,0,1.0,,0.991376,7,0.04626,8,35.338764,0,7,parity
4467,277,216,5,0,1.0,,0.925635,12,0.087535,18,80.196258,0,7,parity
4468,133,343,12,0,1.0,,0.473471,10,0.007519,5,12.519271,0,7,parity
4469,367,2744,3,0,1.0,,0.625804,7,0.014144,18,69.356421,0,7,parity
4470,258,125,6,0,1.0,,0.966498,2,0.00897,5,41.429897,0,7,parity
4471,461,343,12,0,1.0,,0.89474,10,0.619022,5,98.273403,0,7,parity
4472,494,512,5,0,1.0,,0.883853,6,0.008947,5,27.44944,0,7,parity
4473,83,343,6,0,1.0,,0.420638,3,0.006665,6,11.765402,0,7,parity
4474,362,512,17,0,1.0,,0.194306,2,0.007465,16,74.554825,0,7,parity
4475,443,1331,16,0,1.0,,0.809992,2,0.010959,1,42.287778,0,7,parity
4476,161,27,10,0,1.0,,0.635368,3,0.007305,2,96.440555,0,7,parity
4477,199,2744,13,0,1.0,,0.435411,10,0.043783,11,71.832292,0,7,parity
4478,285,729,12,0,1.0,,0.253952,12,0.010486,5,30.465393,0,7,parity
4479,39,343,12,0,1.0,,0.402159,3,0.020997,11,35.122417,0,7,parity
4480,431,343,5,0,1.0,,0.197255,11,0.049698,11,18.304937,0,7,parity
4481,33,1728,18,0,1.0,,0.985093,9,0.028696,4,97.114655,0,7,parity
4482,103,1331,15,0,1.0,,0.43745,4,0.011484,5,90.043493,0,7,parity
4483,240,1000,15,0,1.0,,0.399375,8,0.005641,9,83.043911,0,7,parity
4484,36,343,20,0,1.0,,0.615934,5,0.08672,1,22.307642,0,7,parity
4485,40,1000,10,0,1.0,,0.692271,11,0.006475,7,94.594252,0,7,parity
4486,145,216,9,0,1.0,,0.472445,12,0.017894,17,71.577968,0,7,parity
4487,206,729,17,0,1.0,,0.767767,3,0.009217,18,95.144547,0,7,parity
4488,327,8,5,0,1.0,,0.984534,4,0.007761,3,14.506622,0,7,parity
4489,264,1000,9,0,1.0,,0.31275,12,0.071138,2,18.785666,0,7,parity
4490,186,1331,20,0,1.0,,0.223639,7,0.018776,10,70.596473,0,7,parity
4491,480,2744,6,0,1.0,,0.938879,11,0.124435,8,23.880089,0,7,parity
4492,30,125,18,0,1.0,,0.150276,5,0.00663,19,75.832787,0,7,parity
4493,114,1728,13,0,1.0,,0.971848,9,0.207778,6,90.595532,0,7,parity
4494,146,1331,19,0,1.0,,0.868918,2,0.028672,15,56.044194,0,7,parity
4495,214,125,13,0,1.0,,0.453795,13,0.007906,16,39.972792,0,7,parity
4496,462,729,18,0,1.0,,0.708719,3,0.006432,19,64.100746,0,7,parity
4497,148,27,16,0,1.0,,0.418994,4,0.410524,18,12.750897,0,7,parity
4498,179,216,5,0,1.0,,0.59024,6,0.157541,7,21.714301,0,7,parity
4499,255,729,12,0,1.0,,0.348105,13,0.145231,7,87.265534,0,7,parity
4500,115,3375,19,0,1.0,,0.664831,11,0.006851,10,71.743582,0,7,parity
4501,267,729,12,0,1.0,,0.640131,12,0.016834,10,25.475866,0,7,parity
4502,293,27,4,0,1.0,,0.642063,3,0.014799,12,12.374963,0,7,parity
4503,222,216,8,0,1.0,,0.912842,13,0.072753,7,74.652147,0,7,parity
4504,71,216,3,0,1.0,,0.254648,15,0.029466,13,38.787861,0,7,parity
4505,360,27,19,0,1.0,,0.644701,12,0.022683,17,94.615413,0,7,parity
4506,205,125,10,0,1.0,,0.585765,9,0.067495,10,33.574777,0,7,parity
4507,217,3375,19,0,1.0,,0.42678,12,0.012773,2,92.900671,0,7,parity
4508,74,125,12,0,1.0,,0.795117,3,0.189518,16,21.286449,0,7,parity
4509,115,216,14,0,1.0,,0.269397,12,0.006634,17,39.308641,0,7,parity
4510,45,27,1,0,1.0,,0.301632,7,0.666719,13,69.697187,0,7,parity
4511,258,1000,10,0,1.0,,0.289501,15,0.022268,3,41.887148,0,7,parity
4512,77,729,19,0,1.0,,0.228233,13,0.092572,8,72.757658,0,7,parity
4513,32,343,16,0,1.0,,0.915318,8,0.00596,7,95.618744,0,7,parity
4514,456,2744,7,0,1.0,,0.914849,1,0.009152,19,89.407337,0,7,parity
4515,373,343,1,0,1.0,,0.517152,15,0.007295,9,45.521257,0,7,parity
4516,304,216,8,0,1.0,,0.36247,13,0.404136,18,11.978779,0,7,parity
4517,74,1,11,0,1.0,,0.879005,9,0.194955,5,31.0031,0,7,parity
4518,226,216,15,0,1.0,,0.862831,1,0.005792,6,66.930798,0,7,parity
4519,355,216,7,0,1.0,,0.270196,3,0.011935,19,86.20172,0,7,parity
4520,90,125,16,0,1.0,,0.796525,7,0.042446,11,96.134584,0,7,parity
4521,23,1728,6,0,1.0,,0.57218,5,0.501047,17,54.428146,0,7,parity
4522,300,729,13,0,1.0,,0.296963,12,0.006787,19,52.516225,0,7,parity
4523,147,64,3,0,1.0,,0.829756,14,0.140865,9,32.20163,0,7,parity
4524,82,512,19,0,1.0,,0.517114,9,0.686474,3,94.35595,0,7,parity
4525,166,8,12,0,1.0,,0.305424,8,0.006268,18,30.297829,0,7,parity
4526,26,64,20,0,1.0,,0.291292,15,0.007801,13,85.762925,0,7,parity
4527,472,2197,15,0,1.0,,0.406944,3,0.030118,18,59.493129,0,7,parity
4528,195,3375,15,0,1.0,,0.416955,9,0.035301,0,78.059609,0,7,parity
4529,262,216,10,0,1.0,,0.404385,8,0.005936,2,75.407789,0,7,parity
4530,316,729,18,0,1.0,,0.526183,12,0.006642,4,88.836895,0,7,parity
4531,184,343,1,0,1.0,,0.83513,9,0.018894,15,62.315513,0,7,parity
4532,121,125,5,0,1.0,,0.896994,6,0.023091,20,15.84611,0,7,parity
4533,143,2197,19,0,1.0,,0.259148,5,0.0505,10,59.69373,0,7,parity
4534,351,64,16,0,1.0,,0.458527,14,0.0464,17,25.578018,0,7,parity
4535,306,343,20,0,1.0,,0.209643,15,0.005578,17,41.506211,0,7,parity
4536,496,125,13,0,1.0,,0.499956,11,0.038147,15,63.844012,0,7,parity
4537,15,1728,3,0,1.0,,0.156165,3,0.00787,9,41.458855,0,7,parity
4538,32,2197,8,0,1.0,,0.340612,14,0.030711,13,47.258479,0,7,parity
4539,239,1,18,0,1.0,,0.466695,7,0.009327,9,70.272632,0,7,parity
4540,280,1728,15,0,1.0,,0.200856,12,0.022411,4,70.015287,0,7,parity
4541,353,27,5,0,1.0,,0.190243,3,0.029979,15,96.372641,0,7,parity
4542,479,1331,4,0,1.0,,0.632518,15,0.260539,3,14.261831,0,7,parity
4543,279,216,18,0,1.0,,0.958523,2,0.006462,19,46.816649,0,7,parity
4544,130,2744,15,0,1.0,,0.235023,9,0.029368,4,30.515058,0,7,parity
4545,370,1000,7,0,1.0,,0.667045,14,0.007065,5,91.663858,0,7,parity
4546,223,1000,17,0,1.0,,0.84348,13,0.013824,3,80.6679,0,7,parity
4547,310,216,8,0,1.0,,0.987976,15,0.027581,13,81.574368,0,7,parity
4548,265,27,20,0,1.0,,0.171664,10,0.011983,14,81.023181,0,7,parity
4549,190,729,4,0,1.0,,0.365839,13,0.006016,15,60.263753,0,7,parity
4550,448,64,17,0,1.0,,0.701721,7,0.042994,19,42.857709,0,7,parity
4551,141,1000,14,0,1.0,,0.406101,3,0.010021,19,28.988381,0,7,parity
4552,282,1000,16,0,1.0,,0.494986,10,0.024141,16,75.706969,0,7,parity
4553,329,2197,15,0,1.0,,0.485581,2,0.007246,14,79.942347,0,7,parity
4554,285,729,4,0,1.0,,0.236732,3,0.058798,15,71.798303,0,7,parity
4555,167,1,20,0,1.0,,0.217177,13,0.012757,4,43.350621,0,7,parity
4556,363,512,19,0,1.0,,0.442719,13,0.194336,5,65.370121,0,7,parity
4557,97,216,13,0,1.0,,0.475025,5,0.008427,6,76.299465,0,7,parity
4558,409,2197,16,0,1.0,,0.681306,14,0.007146,15,14.596555,0,7,parity
4559,362,3375,18,0,1.0,,0.955954,1,0.019649,14,87.09275,0,7,parity
4560,374,216,10,0,1.0,,0.929994,3,0.177523,19,69.316537,0,7,parity
4561,289,216,18,0,1.0,,0.296377,9,0.018235,6,12.32277,0,7,parity
4562,383,343,8,0,1.0,,0.842199,5,0.124373,3,51.480391,0,7,parity
4563,62,1,15,0,1.0,,0.155743,2,0.046129,15,45.210264,0,7,parity
4564,287,216,13,0,1.0,,0.594889,15,0.068339,15,85.836428,0,7,parity
4565,35,125,4,0,1.0,,0.348682,12,0.023176,17,72.200969,0,7,parity
4566,99,1000,15,0,1.0,,0.267513,10,0.023001,16,62.120002,0,7,parity
4567,494,729,11,0,1.0,,0.6065,13,0.23517,14,90.139344,0,7,parity
4568,96,512,10,0,1.0,,0.295385,10,0.183117,8,61.708272,0,7,parity
4569,338,1,9,0,1.0,,0.734211,13,0.167409,20,89.62595,0,7,parity
4570,473,2197,6,0,1.0,,0.354286,8,0.227668,10,86.31047,0,7,parity
4571,367,216,5,0,1.0,,0.580608,8,0.012325,15,52.803653,0,7,parity
4572,304,1331,16,0,1.0,,0.219138,11,0.006319,9,50.888695,0,7,parity
4573,22,1728,19,0,1.0,,0.622481,9,0.012181,11,20.907408,0,7,parity
4574,33,1,14,0,1.0,,0.844202,13,0.110038,19,70.806089,0,7,parity
4575,362,1331,14,0,1.0,,0.871682,4,0.032386,18,79.964579,0,7,parity
4576,188,3375,14,0,1.0,,0.405851,4,0.077611,12,59.657831,0,7,parity
4577,318,2197,5,0,1.0,,0.887813,8,0.061805,8,10.904757,0,7,parity
4578,334,343,1,0,1.0,,0.772991,7,0.077668,0,89.973169,0,7,parity
4579,248,1000,1,0,1.0,,0.163959,14,0.013464,13,84.286914,0,7,parity
4580,58,125,4,0,1.0,,0.647866,11,0.011174,18,78.135894,0,7,parity
4581,165,343,20,0,1.0,,0.452007,8,0.019111,16,69.213876,0,7,parity
4582,379,512,6,0,1.0,,0.271972,12,0.457123,4,17.095617,0,7,parity
4583,437,1,7,0,1.0,,0.295487,5,0.006113,18,26.811853,0,7,parity
4584,201,27,1,0,1.0,,0.792687,4,0.137855,16,26.916338,0,7,parity
4585,89,2197,12,0,1.0,,0.288455,11,0.019939,12,58.838045,0,7,parity
4586,144,1,12,0,1.0,,0.725815,3,0.306841,14,89.224693,0,7,parity
4587,196,1331,3,0,1.0,,0.960191,1,0.052773,1,62.415199,0,7,parity
4588,30,27,9,0,1.0,,0.837246,2,0.008353,7,70.837394,0,7,parity
4589,123,27,14,0,1.0,,0.777548,1,0.025099,16,60.745479,0,7,parity
4590,287,2744,2,0,1.0,,0.700699,12,0.011822,12,70.172724,0,7,parity
4591,482,512,18,0,1.0,,0.906418,2,0.018143,12,84.984714,0,7,parity
4592,493,512,9,0,1.0,,0.119973,3,0.007226,0,37.574428,0,7,parity
4593,193,125,2,0,1.0,,0.368088,6,0.018627,1,93.570357,0,7,parity
4594,398,1,4,0,1.0,,0.30568,7,0.051772,2,16.930426,0,7,parity
4595,141,125,7,0,1.0,,0.964187,1,0.00618,11,11.476576,0,7,parity
4596,179,125,15,0,1.0,,0.430078,12,0.006687,17,56.156529,0,7,parity
4597,279,2197,1,0,1.0,,0.193301,7,0.051384,12,27.515435,0,7,parity
4598,423,64,6,0,1.0,,0.655036,9,0.007435,15,43.679136,0,7,parity
4599,237,27,11,0,1.0,,0.185236,7,0.034909,13,35.425693,0,7,parity
4600,477,27,4,0,1.0,,0.143708,8,0.035868,9,82.550133,0,7,parity
4601,167,512,2,0,1.0,,0.588399,15,0.076285,5,49.588308,0,7,parity
4602,11,3375,4,0,1.0,,0.499415,3,0.028921,12,32.699941,0,7,parity
4603,363,343,20,0,1.0,,0.354779,6,0.015032,8,17.453887,0,7,parity
4604,189,125,3,0,1.0,,0.418943,4,0.024823,9,39.37027,0,7,parity
4605,145,2744,3,0,1.0,,0.626125,8,0.048889,3,47.153495,0,7,parity
4606,20,216,9,0,1.0,,0.649576,4,0.014016,18,88.193287,0,7,parity
4607,187,512,8,0,1.0,,0.131727,11,0.022316,18,31.124911,0,7,parity
4608,351,2197,7,0,1.0,,0.62228,2,0.051792,7,27.434433,0,7,parity
4609,142,125,7,0,1.0,,0.801244,10,0.024474,0,53.08739,0,7,parity
4610,446,1728,4,0,1.0,,0.663172,10,0.013724,3,95.387061,0,7,parity
4611,219,3375,18,0,1.0,,0.978713,7,0.155142,13,37.528409,0,7,parity
4612,186,1331,16,0,1.0,,0.766695,3,0.008707,14,45.435641,0,7,parity
4613,55,1331,8,0,1.0,,0.316407,14,0.208756,7,16.857064,0,7,parity
4614,298,64,15,0,1.0,,0.999127,3,0.094684,13,16.719328,0,7,parity
4615,332,343,1,0,1.0,,0.223986,8,0.009032,8,67.924157,0,7,parity
4616,223,125,7,0,1.0,,0.799867,10,0.009982,17,88.846986,0,7,parity
4617,463,343,4,0,1.0,,0.207926,11,0.017875,11,88.455433,0,7,parity
4618,417,1,5,0,1.0,,0.191276,4,0.053447,2,15.562822,0,7,parity
4619,155,1728,1,0,1.0,,0.893658,10,0.265417,14,74.723706,0,7,parity
4620,66,512,4,0,1.0,,0.203354,4,0.009341,0,59.442727,0,7,parity
4621,91,27,13,0,1.0,,0.331455,6,0.1333,14,74.728579,0,7,parity
4622,309,8,16,0,1.0,,0.446103,15,0.070821,0,98.498013,0,7,parity
4623,61,8,20,0,1.0,,0.991005,4,0.045022,13,49.649833,0,7,parity
4624,16,1,6,0,1.0,,0.804668,9,0.01402,2,61.819681,0,7,parity
4625,451,1,9,0,1.0,,0.19304,7,0.023921,17,14.570666,0,7,parity
4626,152,343,6,0,1.0,,0.500312,7,0.015576,0,87.84043,0,7,parity
4627,149,343,2,0,1.0,,0.360883,10,0.017124,13,17.63901,0,7,parity
4628,162,2197,13,0,1.0,,0.364781,6,0.007405,12,10.392346,0,7,parity
4629,420,729,4,0,1.0,,0.637846,14,0.008927,15,54.303858,0,7,parity
4630,469,3375,12,0,1.0,,0.372668,15,0.048464,7,54.364413,0,7,parity
4631,144,125,7,0,1.0,,0.643613,6,0.010921,16,51.407588,0,7,parity
4632,195,2197,2,0,1.0,,0.920135,13,0.013661,5,61.189404,0,7,parity
4633,252,1728,1,0,1.0,,0.211095,10,0.120839,16,17.692964,0,7,parity
4634,35,27,1,0,1.0,,0.997029,12,0.023282,12,83.863907,0,7,parity
4635,283,64,14,0,1.0,,0.151635,5,0.005847,16,24.903972,0,7,parity
4636,496,64,20,0,1.0,,0.80889,9,0.011624,3,36.335258,0,7,parity
4637,324,216,12,0,1.0,,0.957762,7,0.311077,10,26.334078,0,7,parity
4638,106,343,9,0,1.0,,0.161255,8,0.007132,8,99.646328,0,7,parity
4639,482,1,10,0,1.0,,0.862493,4,0.040587,14,20.698993,0,7,parity
4640,116,125,4,0,1.0,,0.784854,13,0.009458,11,41.44742,0,7,parity
4641,30,216,7,0,1.0,,0.834492,8,0.02373,12,14.810366,0,7,parity
4642,457,125,12,0,1.0,,0.955447,10,0.467404,17,26.39932,0,7,parity
4643,360,1,12,0,1.0,,0.562461,5,0.018186,11,86.011363,0,7,parity
4644,143,27,16,0,1.0,,0.673155,13,0.007414,17,79.843027,0,7,parity
4645,243,343,9,0,1.0,,0.679214,6,0.216437,14,76.32658,0,7,parity
4646,242,1,13,0,1.0,,0.429287,8,0.007568,4,77.313799,0,7,parity
4647,238,8,6,0,1.0,,0.25656,11,0.149714,1,10.313158,0,7,parity
4648,355,1000,10,0,1.0,,0.58377,4,0.007303,6,57.868915,0,7,parity
4649,209,216,11,0,1.0,,0.847376,14,0.025112,12,97.579371,0,7,parity
4650,466,27,9,0,1.0,,0.659079,10,0.059896,5,11.206023,0,7,parity
4651,32,343,17,0,1.0,,0.653689,1,0.535606,1,63.308139,0,7,parity
4652,339,1331,15,0,1.0,,0.576496,11,0.022736,9,76.550016,0,7,parity
4653,493,1331,18,0,1.0,,0.434403,2,0.182804,6,80.015544,0,7,parity
4654,198,64,20,0,1.0,,0.115416,14,0.008498,19,84.46723,0,7,parity
4655,486,1000,6,0,1.0,,0.417916,5,0.012695,18,31.997859,0,7,parity
4656,466,512,14,0,1.0,,0.899374,12,0.012471,15,47.480526,0,7,parity
4657,483,729,20,0,1.0,,0.499594,10,0.006203,13,94.932911,0,7,parity
4658,46,8,3,0,1.0,,0.967688,2,0.005813,19,25.995265,0,7,parity
4659,161,125,12,0,1.0,,0.71534,13,0.22209,20,22.581788,0,7,parity
4660,418,1,20,0,1.0,,0.324647,11,0.024707,7,50.583056,0,7,parity
4661,331,2197,9,0,1.0,,0.146249,1,0.005811,16,44.72219,0,7,parity
4662,410,729,13,0,1.0,,0.532656,14,0.010965,20,11.033533,0,7,parity
4663,56,2744,6,0,1.0,,0.441926,6,0.008309,8,33.182981,0,7,parity
4664,102,125,20,0,1.0,,0.198591,7,0.006825,7,82.006552,0,7,parity
4665,174,3375,17,0,1.0,,0.479755,13,0.1349,7,75.859641,0,7,parity
4666,363,2197,16,0,1.0,,0.905736,13,0.038763,4,28.372001,0,7,parity
4667,191,27,20,0,1.0,,0.85464,11,0.028309,6,78.148987,0,7,parity
4668,95,27,18,0,1.0,,0.567741,6,0.157921,15,63.613982,0,7,parity
4669,40,1728,16,0,1.0,,0.947938,5,0.010982,3,77.389188,0,7,parity
4670,50,1728,13,0,1.0,,0.732093,2,0.060771,10,17.885138,0,7,parity
4671,133,64,18,0,1.0,,0.863156,10,0.00957,16,47.549158,0,7,parity
4672,126,3375,20,0,1.0,,0.294419,9,0.011261,14,47.344102,0,7,parity
4673,164,343,1,0,1.0,,0.262363,3,0.028911,5,93.73002,0,7,parity
4674,492,125,11,0,1.0,,0.802037,15,0.009199,18,62.521333,0,7,parity
4675,98,343,11,0,1.0,,0.157796,8,0.02746,10,20.423344,0,7,parity
4676,58,1728,17,0,1.0,,0.558175,14,0.008885,1,28.940752,0,7,parity
4677,354,1000,4,0,1.0,,0.358049,10,0.02448,5,72.268034,0,7,parity
4678,133,1000,11,0,1.0,,0.17473,11,0.007856,3,36.165475,0,7,parity
4679,324,729,9,0,1.0,,0.547796,15,0.091965,15,84.008585,0,7,parity
4680,215,1331,1,0,1.0,,0.135593,8,0.474443,4,67.063873,0,7,parity
4681,62,1000,3,0,1.0,,0.710298,6,0.012653,2,89.118911,0,7,parity
4682,416,1,9,0,1.0,,0.46105,1,0.04008,2,45.774034,0,7,parity
